County,County Code,Age Group,Population
"Lincoln County, CO",8073,15-19 years,287
"Lincoln County, CO",8073,20-24 years,352
"Lincoln County, CO",8073,25-29 years,453
"Lincoln County, CO",8073,30-34 years,446
"Lincoln County, CO",8073,35-39 years,433
"Lincoln County, CO",8073,40-44 years,361
"Lincoln County, CO",8073,45-49 years,307
"Lincoln County, CO",8073,50-54 years,368
"Lincoln County, CO",8073,55-59 years,361
"Lincoln County, CO",8073,60-64 years ,363
"Lincoln County, CO",8073,65-69 years,279
"Lincoln County, CO",8073,70-74 years,241
"Lincoln County, CO",8073,75-79 years,195
"Lincoln County, CO",8073,80-84 years,119
"Lincoln County, CO",8073,85+ years,151
"Logan County, CO",8075,0-4 years,1070
"Logan County, CO",8075,5-9 years,1094
"Logan County, CO",8075,10-14 years,1059
"Logan County, CO",8075,15-19 years,1381
"Logan County, CO",8075,20-24 years,1519
"Logan County, CO",8075,25-29 years,1722
"Logan County, CO",8075,30-34 years,1656
"Logan County, CO",8075,35-39 years,1534
"Logan County, CO",8075,40-44 years,1342
"Logan County, CO",8075,45-49 years,1244
"Logan County, CO",8075,50-54 years,1236
"Logan County, CO",8075,55-59 years,1363
"Logan County, CO",8075,60-64 years ,1401
"Logan County, CO",8075,65-69 years,1262
"Logan County, CO",8075,70-74 years,962
"Logan County, CO",8075,75-79 years,643
"Logan County, CO",8075,80-84 years,453
"Logan County, CO",8075,85+ years,554
"Mesa County, CO",8077,0-4 years,8263
"Mesa County, CO",8077,5-9 years,9036
"Mesa County, CO",8077,10-14 years,9929
"Mesa County, CO",8077,15-19 years,10299
"Mesa County, CO",8077,20-24 years,9029
"Mesa County, CO",8077,25-29 years,9978
"Mesa County, CO",8077,30-34 years,10263
"Mesa County, CO",8077,35-39 years,10378
"Mesa County, CO",8077,40-44 years,9452
"Mesa County, CO",8077,45-49 years,8494
"Mesa County, CO",8077,50-54 years,8356
"Mesa County, CO",8077,55-59 years,10203
"Mesa County, CO",8077,60-64 years ,11258
"Mesa County, CO",8077,65-69 years,10424
"Mesa County, CO",8077,70-74 years,8326
"Mesa County, CO",8077,75-79 years,5484
"Mesa County, CO",8077,80-84 years,3478
"Mesa County, CO",8077,85+ years,3289
"Mineral County, CO",8079,0-4 years,32
"Mineral County, CO",8079,5-9 years,34
"Mineral County, CO",8079,10-14 years,24
"Mineral County, CO",8079,15-19 years,45
"Mineral County, CO",8079,20-24 years,20
"Mineral County, CO",8079,25-29 years,37
"Mineral County, CO",8079,30-34 years,49
"Mineral County, CO",8079,35-39 years,65
"Mineral County, CO",8079,40-44 years,37
"Mineral County, CO",8079,45-49 years,52
"Mineral County, CO",8079,50-54 years,58
"Mineral County, CO",8079,55-59 years,72
"Mineral County, CO",8079,60-64 years ,79
"Mineral County, CO",8079,65-69 years,95
"Mineral County, CO",8079,70-74 years,81
"Mineral County, CO",8079,75-79 years,39
"Mineral County, CO",8079,80-84 years,26
"Mineral County, CO",8079,85+ years,22
"Moffat County, CO",8081,0-4 years,838
"Moffat County, CO",8081,5-9 years,971
"Moffat County, CO",8081,10-14 years,987
"Moffat County, CO",8081,15-19 years,866
"Moffat County, CO",8081,20-24 years,712
"Moffat County, CO",8081,25-29 years,800
"Moffat County, CO",8081,30-34 years,851
"Moffat County, CO",8081,35-39 years,908
"Moffat County, CO",8081,40-44 years,815
"Moffat County, CO",8081,45-49 years,735
"Moffat County, CO",8081,50-54 years,770
"Moffat County, CO",8081,55-59 years,938
"Moffat County, CO",8081,60-64 years ,928
"Moffat County, CO",8081,65-69 years,787
"Moffat County, CO",8081,70-74 years,575
"Moffat County, CO",8081,75-79 years,368
"Moffat County, CO",8081,80-84 years,194
"Moffat County, CO",8081,85+ years,224
"Montezuma County, CO",8083,0-4 years,1297
"Montezuma County, CO",8083,5-9 years,1573
"Montezuma County, CO",8083,10-14 years,1719
"Montezuma County, CO",8083,15-19 years,1478
"Montezuma County, CO",8083,20-24 years,1173
"Montezuma County, CO",8083,25-29 years,1352
"Montezuma County, CO",8083,30-34 years,1501
"Montezuma County, CO",8083,35-39 years,1500
"Montezuma County, CO",8083,40-44 years,1408
"Montezuma County, CO",8083,45-49 years,1372
"Montezuma County, CO",8083,50-54 years,1460
"Montezuma County, CO",8083,55-59 years,1797
"Montezuma County, CO",8083,60-64 years ,2156
"Montezuma County, CO",8083,65-69 years,2157
"Montezuma County, CO",8083,70-74 years,1732
"Montezuma County, CO",8083,75-79 years,1025
"Montezuma County, CO",8083,80-84 years,603
"Montezuma County, CO",8083,85+ years,555
"Montrose County, CO",8085,0-4 years,2152
"Montrose County, CO",8085,5-9 years,2542
"Montrose County, CO",8085,10-14 years,2764
"Montrose County, CO",8085,15-19 years,2435
"Montrose County, CO",8085,20-24 years,2080
"Montrose County, CO",8085,25-29 years,2102
"Montrose County, CO",8085,30-34 years,2213
"Montrose County, CO",8085,35-39 years,2593
"Montrose County, CO",8085,40-44 years,2365
"Montrose County, CO",8085,45-49 years,2272
"Montrose County, CO",8085,50-54 years,2474
"Montrose County, CO",8085,55-59 years,2983
"Montrose County, CO",8085,60-64 years ,3405
"Montrose County, CO",8085,65-69 years,3369
"Montrose County, CO",8085,70-74 years,2776
"Montrose County, CO",8085,75-79 years,1892
"Montrose County, CO",8085,80-84 years,1249
"Montrose County, CO",8085,85+ years,1132
"Morgan County, CO",8087,0-4 years,2116
"Morgan County, CO",8087,5-9 years,2116
"Morgan County, CO",8087,10-14 years,2166
"Morgan County, CO",8087,15-19 years,1899
"Morgan County, CO",8087,20-24 years,1744
"Morgan County, CO",8087,25-29 years,2035
"Morgan County, CO",8087,30-34 years,2074
"Morgan County, CO",8087,35-39 years,1941
"Morgan County, CO",8087,40-44 years,1695
"Morgan County, CO",8087,45-49 years,1573
"Morgan County, CO",8087,50-54 years,1660
"Morgan County, CO",8087,55-59 years,1743
"Morgan County, CO",8087,60-64 years ,1794
"Morgan County, CO",8087,65-69 years,1466
"Morgan County, CO",8087,70-74 years,1078
"Morgan County, CO",8087,75-79 years,789
"Morgan County, CO",8087,80-84 years,532
"Morgan County, CO",8087,85+ years,644
"Otero County, CO",8089,0-4 years,1092
"Otero County, CO",8089,5-9 years,1196
"Otero County, CO",8089,10-14 years,1292
"Otero County, CO",8089,15-19 years,1453
"Otero County, CO",8089,20-24 years,1034
"Otero County, CO",8089,25-29 years,1055
"Otero County, CO",8089,30-34 years,1052
"Otero County, CO",8089,35-39 years,1162
"Otero County, CO",8089,40-44 years,1092
"Otero County, CO",8089,45-49 years,996
"Otero County, CO",8089,50-54 years,972
"Otero County, CO",8089,55-59 years,1219
"Otero County, CO",8089,60-64 years ,1246
"Otero County, CO",8089,65-69 years,1175
"Otero County, CO",8089,70-74 years,1007
"Otero County, CO",8089,75-79 years,658
"Otero County, CO",8089,80-84 years,505
"Otero County, CO",8089,85+ years,461
"Ouray County, CO",8091,0-4 years,154
"Ouray County, CO",8091,5-9 years,194
"Ouray County, CO",8091,10-14 years,206
"Ouray County, CO",8091,15-19 years,244
"Ouray County, CO",8091,20-24 years,131
"Ouray County, CO",8091,25-29 years,177
"Ouray County, CO",8091,30-34 years,211
"Ouray County, CO",8091,35-39 years,279
"Ouray County, CO",8091,40-44 years,262
"Ouray County, CO",8091,45-49 years,314
"Ouray County, CO",8091,50-54 years,296
"Ouray County, CO",8091,55-59 years,430
"Ouray County, CO",8091,60-64 years ,552
"Ouray County, CO",8091,65-69 years,546
"Ouray County, CO",8091,70-74 years,437
"Ouray County, CO",8091,75-79 years,246
"Ouray County, CO",8091,80-84 years,113
"Ouray County, CO",8091,85+ years,77
"Park County, CO",8093,0-4 years,625
"Park County, CO",8093,5-9 years,681
"Park County, CO",8093,10-14 years,836
"Park County, CO",8093,15-19 years,749
"Park County, CO",8093,20-24 years,516
"Park County, CO",8093,25-29 years,722
"Park County, CO",8093,30-34 years,938
"Park County, CO",8093,35-39 years,1035
"Park County, CO",8093,40-44 years,1105
"Park County, CO",8093,45-49 years,1090
"Park County, CO",8093,50-54 years,1367
"Park County, CO",8093,55-59 years,1808
"Park County, CO",8093,60-64 years ,2060
"Park County, CO",8093,65-69 years,1744
"Park County, CO",8093,70-74 years,1179
"Park County, CO",8093,75-79 years,587
"Park County, CO",8093,80-84 years,237
"Park County, CO",8093,85+ years,142
"Phillips County, CO",8095,0-4 years,287
"Phillips County, CO",8095,5-9 years,288
"Phillips County, CO",8095,10-14 years,351
"Phillips County, CO",8095,15-19 years,349
"Phillips County, CO",8095,20-24 years,185
"Phillips County, CO",8095,25-29 years,219
"Phillips County, CO",8095,30-34 years,238
"Phillips County, CO",8095,35-39 years,303
"Phillips County, CO",8095,40-44 years,234
"Phillips County, CO",8095,45-49 years,243
"Phillips County, CO",8095,50-54 years,240
"Phillips County, CO",8095,55-59 years,283
"Phillips County, CO",8095,60-64 years ,314
"Phillips County, CO",8095,65-69 years,272
"Phillips County, CO",8095,70-74 years,220
"Phillips County, CO",8095,75-79 years,165
"Phillips County, CO",8095,80-84 years,144
"Phillips County, CO",8095,85+ years,199
"Pitkin County, CO",8097,0-4 years,684
"Pitkin County, CO",8097,5-9 years,642
"Pitkin County, CO",8097,10-14 years,766
"Pitkin County, CO",8097,15-19 years,798
"Pitkin County, CO",8097,20-24 years,812
"Pitkin County, CO",8097,25-29 years,1233
"Pitkin County, CO",8097,30-34 years,1261
"Pitkin County, CO",8097,35-39 years,1232
"Pitkin County, CO",8097,40-44 years,1088
"Pitkin County, CO",8097,45-49 years,1233
"Pitkin County, CO",8097,50-54 years,1359
"Pitkin County, CO",8097,55-59 years,1244
"Pitkin County, CO",8097,60-64 years ,1377
"Pitkin County, CO",8097,65-69 years,1300
"Pitkin County, CO",8097,70-74 years,1026
"Pitkin County, CO",8097,75-79 years,698
"Pitkin County, CO",8097,80-84 years,321
"Pitkin County, CO",8097,85+ years,268
"Prowers County, CO",8099,0-4 years,822
"Prowers County, CO",8099,5-9 years,901
"Prowers County, CO",8099,10-14 years,899
"Prowers County, CO",8099,15-19 years,945
"Prowers County, CO",8099,20-24 years,746
"Prowers County, CO",8099,25-29 years,669
"Prowers County, CO",8099,30-34 years,659
"Prowers County, CO",8099,35-39 years,706
"Prowers County, CO",8099,40-44 years,685
"Prowers County, CO",8099,45-49 years,629
"Prowers County, CO",8099,50-54 years,593
"Prowers County, CO",8099,55-59 years,752
"Prowers County, CO",8099,60-64 years ,798
"Prowers County, CO",8099,65-69 years,736
"Prowers County, CO",8099,70-74 years,589
"Prowers County, CO",8099,75-79 years,358
"Prowers County, CO",8099,80-84 years,234
"Prowers County, CO",8099,85+ years,265
"Pueblo County, CO",8101,0-4 years,9394
"Pueblo County, CO",8101,5-9 years,10337
"Pueblo County, CO",8101,10-14 years,11410
"Pueblo County, CO",8101,15-19 years,11098
"Pueblo County, CO",8101,20-24 years,10001
"Pueblo County, CO",8101,25-29 years,11110
"Pueblo County, CO",8101,30-34 years,10942
"Pueblo County, CO",8101,35-39 years,10798
"Pueblo County, CO",8101,40-44 years,10134
"Pueblo County, CO",8101,45-49 years,9603
"Pueblo County, CO",8101,50-54 years,9782
"Pueblo County, CO",8101,55-59 years,10853
"Pueblo County, CO",8101,60-64 years ,11282
"Pueblo County, CO",8101,65-69 years,10479
"Pueblo County, CO",8101,70-74 years,8665
"Pueblo County, CO",8101,75-79 years,5417
"Pueblo County, CO",8101,80-84 years,3634
"Pueblo County, CO",8101,85+ years,3528
"Rio Blanco County, CO",8103,0-4 years,369
"Rio Blanco County, CO",8103,5-9 years,445
"Rio Blanco County, CO",8103,10-14 years,526
"Rio Blanco County, CO",8103,15-19 years,469
"Rio Blanco County, CO",8103,20-24 years,376
"Rio Blanco County, CO",8103,25-29 years,351
"Rio Blanco County, CO",8103,30-34 years,413
"Rio Blanco County, CO",8103,35-39 years,477
"Rio Blanco County, CO",8103,40-44 years,392
"Rio Blanco County, CO",8103,45-49 years,323
"Rio Blanco County, CO",8103,50-54 years,333
"Rio Blanco County, CO",8103,55-59 years,456
"Rio Blanco County, CO",8103,60-64 years ,498
"Rio Blanco County, CO",8103,65-69 years,385
"Rio Blanco County, CO",8103,70-74 years,282
"Rio Blanco County, CO",8103,75-79 years,171
"Rio Blanco County, CO",8103,80-84 years,137
"Rio Blanco County, CO",8103,85+ years,115
"Rio Grande County, CO",8105,0-4 years,623
"Rio Grande County, CO",8105,5-9 years,699
"Rio Grande County, CO",8105,10-14 years,763
"Rio Grande County, CO",8105,15-19 years,749
"Rio Grande County, CO",8105,20-24 years,655
"Rio Grande County, CO",8105,25-29 years,659
"Rio Grande County, CO",8105,30-34 years,662
"Rio Grande County, CO",8105,35-39 years,751
"Rio Grande County, CO",8105,40-44 years,660
"Rio Grande County, CO",8105,45-49 years,643
"Rio Grande County, CO",8105,50-54 years,616
"Rio Grande County, CO",8105,55-59 years,738
"Rio Grande County, CO",8105,60-64 years ,845
"Rio Grande County, CO",8105,65-69 years,854
"Rio Grande County, CO",8105,70-74 years,665
"Rio Grande County, CO",8105,75-79 years,436
"Rio Grande County, CO",8105,80-84 years,251
"Rio Grande County, CO",8105,85+ years,269
"Routt County, CO",8107,0-4 years,1040
"Routt County, CO",8107,5-9 years,1162
"Routt County, CO",8107,10-14 years,1342
"Routt County, CO",8107,15-19 years,1383
"Routt County, CO",8107,20-24 years,1197
"Routt County, CO",8107,25-29 years,1630
"Routt County, CO",8107,30-34 years,1853
"Routt County, CO",8107,35-39 years,1898
"Routt County, CO",8107,40-44 years,1823
"Routt County, CO",8107,45-49 years,1766
"Routt County, CO",8107,50-54 years,1740
"Routt County, CO",8107,55-59 years,1746
"Routt County, CO",8107,60-64 years ,2015
"Routt County, CO",8107,65-69 years,1768
"Routt County, CO",8107,70-74 years,1250
"Routt County, CO",8107,75-79 years,612
"Routt County, CO",8107,80-84 years,346
"Routt County, CO",8107,85+ years,268
"Saguache County, CO",8109,0-4 years,293
"Saguache County, CO",8109,5-9 years,319
"Saguache County, CO",8109,10-14 years,407
"Saguache County, CO",8109,15-19 years,378
"Saguache County, CO",8109,20-24 years,259
"Saguache County, CO",8109,25-29 years,251
"Saguache County, CO",8109,30-34 years,283
"Saguache County, CO",8109,35-39 years,349
"Saguache County, CO",8109,40-44 years,339
"Saguache County, CO",8109,45-49 years,400
"Saguache County, CO",8109,50-54 years,354
"Saguache County, CO",8109,55-59 years,539
"Saguache County, CO",8109,60-64 years ,601
"Saguache County, CO",8109,65-69 years,672
"Saguache County, CO",8109,70-74 years,474
"Saguache County, CO",8109,75-79 years,251
"Saguache County, CO",8109,80-84 years,128
"Saguache County, CO",8109,85+ years,86
"San Juan County, CO",8111,0-4 years,21
"San Juan County, CO",8111,5-9 years,29
"San Juan County, CO",8111,10-14 years,25
"San Juan County, CO",8111,15-19 years,26
"San Juan County, CO",8111,20-24 years,23
"San Juan County, CO",8111,25-29 years,38
"San Juan County, CO",8111,30-34 years,47
"San Juan County, CO",8111,35-39 years,51
"San Juan County, CO",8111,40-44 years,57
"San Juan County, CO",8111,45-49 years,50
"San Juan County, CO",8111,50-54 years,40
"San Juan County, CO",8111,55-59 years,54
"San Juan County, CO",8111,60-64 years ,74
"San Juan County, CO",8111,65-69 years,62
"San Juan County, CO",8111,70-74 years,56
"San Juan County, CO",8111,75-79 years,27
"San Juan County, CO",8111,80-84 years,14
"San Juan County, CO",8111,85+ years,16
"San Miguel County, CO",8113,0-4 years,306
"San Miguel County, CO",8113,5-9 years,362
"San Miguel County, CO",8113,10-14 years,450
"San Miguel County, CO",8113,15-19 years,385
"San Miguel County, CO",8113,20-24 years,346
"San Miguel County, CO",8113,25-29 years,563
"San Miguel County, CO",8113,30-34 years,673
"San Miguel County, CO",8113,35-39 years,579
"San Miguel County, CO",8113,40-44 years,588
"San Miguel County, CO",8113,45-49 years,626
"San Miguel County, CO",8113,50-54 years,673
"San Miguel County, CO",8113,55-59 years,582
"San Miguel County, CO",8113,60-64 years ,608
"San Miguel County, CO",8113,65-69 years,579
"San Miguel County, CO",8113,70-74 years,400
"San Miguel County, CO",8113,75-79 years,205
"San Miguel County, CO",8113,80-84 years,69
"San Miguel County, CO",8113,85+ years,61
"Sedgwick County, CO",8115,0-4 years,107
"Sedgwick County, CO",8115,5-9 years,128
"Sedgwick County, CO",8115,10-14 years,147
"Sedgwick County, CO",8115,15-19 years,132
"Sedgwick County, CO",8115,20-24 years,96
"Sedgwick County, CO",8115,25-29 years,100
"Sedgwick County, CO",8115,30-34 years,128
"Sedgwick County, CO",8115,35-39 years,141
"Sedgwick County, CO",8115,40-44 years,129
"Sedgwick County, CO",8115,45-49 years,121
"Sedgwick County, CO",8115,50-54 years,102
"Sedgwick County, CO",8115,55-59 years,167
"Sedgwick County, CO",8115,60-64 years ,217
"Sedgwick County, CO",8115,65-69 years,219
"Sedgwick County, CO",8115,70-74 years,156
"Sedgwick County, CO",8115,75-79 years,109
"Sedgwick County, CO",8115,80-84 years,87
"Sedgwick County, CO",8115,85+ years,104
"Summit County, CO",8117,0-4 years,1336
"Summit County, CO",8117,5-9 years,1342
"Summit County, CO",8117,10-14 years,1468
"Summit County, CO",8117,15-19 years,1261
"Summit County, CO",8117,20-24 years,1448
"Summit County, CO",8117,25-29 years,3071
"Summit County, CO",8117,30-34 years,2989
"Summit County, CO",8117,35-39 years,2592
"Summit County, CO",8117,40-44 years,2182
"Summit County, CO",8117,45-49 years,2276
"Summit County, CO",8117,50-54 years,2195
"Summit County, CO",8117,55-59 years,2133
"Summit County, CO",8117,60-64 years ,2165
"Summit County, CO",8117,65-69 years,1963
"Summit County, CO",8117,70-74 years,1310
"Summit County, CO",8117,75-79 years,733
"Summit County, CO",8117,80-84 years,324
"Summit County, CO",8117,85+ years,183
"Teller County, CO",8119,0-4 years,898
"Teller County, CO",8119,5-9 years,1172
"Teller County, CO",8119,10-14 years,1312
"Teller County, CO",8119,15-19 years,1170
"Teller County, CO",8119,20-24 years,974
"Teller County, CO",8119,25-29 years,1119
"Teller County, CO",8119,30-34 years,1225
"Teller County, CO",8119,35-39 years,1405
"Teller County, CO",8119,40-44 years,1320
"Teller County, CO",8119,45-49 years,1460
"Teller County, CO",8119,50-54 years,1724
"Teller County, CO",8119,55-59 years,2426
"Teller County, CO",8119,60-64 years ,2640
"Teller County, CO",8119,65-69 years,2514
"Teller County, CO",8119,70-74 years,1765
"Teller County, CO",8119,75-79 years,919
"Teller County, CO",8119,80-84 years,399
"Teller County, CO",8119,85+ years,284
"Washington County, CO",8121,0-4 years,270
"Washington County, CO",8121,5-9 years,286
"Washington County, CO",8121,10-14 years,350
"Washington County, CO",8121,15-19 years,291
"Washington County, CO",8121,20-24 years,235
"Washington County, CO",8121,25-29 years,282
"Washington County, CO",8121,30-34 years,280
"Washington County, CO",8121,35-39 years,314
"Washington County, CO",8121,40-44 years,274
"Washington County, CO",8121,45-49 years,256
"Washington County, CO",8121,50-54 years,272
"Washington County, CO",8121,55-59 years,307
"Washington County, CO",8121,60-64 years ,398
"Washington County, CO",8121,65-69 years,317
"Washington County, CO",8121,70-74 years,243
"Washington County, CO",8121,75-79 years,193
"Washington County, CO",8121,80-84 years,132
"Washington County, CO",8121,85+ years,115
"Weld County, CO",8123,0-4 years,23003
"Weld County, CO",8123,5-9 years,23734
"Weld County, CO",8123,10-14 years,24939
"Weld County, CO",8123,15-19 years,23982
"Weld County, CO",8123,20-24 years,19960
"Weld County, CO",8123,25-29 years,23854
"Weld County, CO",8123,30-34 years,26322
"Weld County, CO",8123,35-39 years,25633
"Weld County, CO",8123,40-44 years,21983
"Weld County, CO",8123,45-49 years,20516
"Weld County, CO",8123,50-54 years,19222
"Weld County, CO",8123,55-59 years,19080
"Weld County, CO",8123,60-64 years ,18083
"Weld County, CO",8123,65-69 years,15113
"Weld County, CO",8123,70-74 years,11064
"Weld County, CO",8123,75-79 years,6991
"Weld County, CO",8123,80-84 years,4210
"Weld County, CO",8123,85+ years,3669
"Yuma County, CO",8125,0-4 years,730
"Yuma County, CO",8125,5-9 years,789
"Yuma County, CO",8125,10-14 years,803
"Yuma County, CO",8125,15-19 years,670
"Yuma County, CO",8125,20-24 years,508
"Yuma County, CO",8125,25-29 years,561
"Yuma County, CO",8125,30-34 years,602
"Yuma County, CO",8125,35-39 years,660
"Yuma County, CO",8125,40-44 years,522
"Yuma County, CO",8125,45-49 years,546
"Yuma County, CO",8125,50-54 years,548
"Yuma County, CO",8125,55-59 years,605
"Yuma County, CO",8125,60-64 years ,614
"Yuma County, CO",8125,65-69 years,531
"Yuma County, CO",8125,70-74 years,486
"Yuma County, CO",8125,75-79 years,337
"Yuma County, CO",8125,80-84 years,215
"Yuma County, CO",8125,85+ years,252
